instance,instance_sha256,rows,columns,nonzeros,integer_columns,status,message,our_objective,published_objective,dual_bound,absolute_gap,relative_gap,matched_published,proved_optimal,independently_verified,nodes,cuts_applied,cut_filter,root_bound,root_bound_after_cuts,root_gap_closed,wall_seconds,solver_seconds,git_commit,machine,timestamp_utc,solver_options,threads,restarts,reduced_cost_fixings,seed,permuted_sha256,time_to_first_feasible,primal_integral,incumbents,incumbent_trace_recorded,certificate,certificate_check_seconds
neos-4338804-snowy,a8111bbb59ae6b28be2253e0532c9e628749e7c7cc7d1a1603992ec079f7eb04,1701,1344,6342,1302,feasible,"stopped at the time limit of 59.9994s after 60.00s, 0 iterations, 7344 nodes",4647.999999999459,1471.0,1447.0,3200.999999999459,0.6886833046471238,0,0,1,7344,30,gomory 204: 204 accepted; mir 2: 2 accepted; zero_half 3: 3 accepted,1447.0,1447.0,0.0000,60.857535,60.000410553,58a8374,Linux-x86_64,2026-09-25T13:22:44+00:00,gpu_pump=true,1,0,0,0,,41.594768,54.175389,1,1,,
mc11,55f4d9c9d2022cffeb3e07cd7398753f5aab720f16fa49ab17223375bab83874,1920,3040,6080,1520,feasible,"stopped at the time limit of 59.9994s after 60.00s, 0 iterations, 3767 nodes",12402.0,11688.99999999966,919.0,11483.0,0.9258990485405579,0,0,1,3767,30,gomory 362: 362 accepted; mir 34: 34 accepted,608.8443396226417,883.8461273668289,0.0233,60.623945,60.003786381,58a8374,Linux-x86_64,2026-09-25T13:22:44+00:00,gpu_pump=true,1,0,0,0,,24.236084,27.026785,5,1,,
mik-250-20-75-4,1fa6126895fa59d1c613787ad19bb10e6080a39207224b018a43b95440dca4ef,195,270,9270,250,feasible,"stopped at the time limit of 59.9996s after 60.00s, 0 iterations, 79976 nodes",-52286.99999999997,-52301.0,-58183.21846599725,5896.218465997277,0.11276643268876166,0,0,1,79976,0,gomory 74: 74 too_dense; mir 75: 75 too_dense,-61651.2270975332,-61651.2270975332,0.0000,60.790621,60.000447969,58a8374,Linux-x86_64,2026-09-25T13:22:44+00:00,gpu_pump=true,1,0,0,0,,0.557920,1.953660,5,1,,
n5-3,48efedf21c4057851a4ef7efc79fbbcbd292b68ee5f6b6a16e904d11ab11bacc,1062,2550,9900,150,feasible,"stopped at the time limit of 59.9992s after 60.00s, 0 iterations, 14035 nodes",9565.0,8104.999999993999,6495.682688102246,3069.317311897754,0.32089046648173064,0,0,1,14035,30,"gomory 39: 39 accepted; mir 62: 29 accepted, 33 duplicate",2883.8235294117653,4753.037677958765,0.2798,60.751626,60.004028672,58a8374,Linux-x86_64,2026-09-25T13:22:44+00:00,gpu_pump=true,1,0,0,0,,2.002665,11.984053,10,1,,
rococoC10-001000,672eff60e166bf14a0ac4781bcf4fcce443c24851e510f69555c1447fb6729c2,1293,3117,11751,3117,time_limit,"stopped at the time limit of 59.999s after 60.01s, 0 iterations, 457 nodes; no feasible point had been found when the limit stopped the search, so none is reported (the objective is the worst representable value, not a solution)",inf,11460.0,8283.0,inf,inf,0,0,,457,30,"gomory 121: 108 accepted, 10 too_dense, 3 coefficient_ratio",7515.271029411764,8282.108681537495,,60.826001,60.012037652,58a8374,Linux-x86_64,2026-09-25T13:22:44+00:00,gpu_pump=true,1,0,0,0,,,60.012038,0,0,,
uct-subprob,509d9d593796d1234e4f831bbab22c7f289e45a145b24c58e310c9d3faa23216,1973,2256,10147,379,feasible,"stopped at the time limit of 59.9989s after 60.00s, 0 iterations, 440 nodes",345.0,314.0,249.13980834414355,95.86019165585645,0.27785562798798974,0,0,1,440,30,"gomory 183: 77 accepted, 104 too_dense, 2 duplicate; clique 10: 10 accepted",242.00000000000003,243.20000000000005,0.0117,60.877413,60.000311301,58a8374,Linux-x86_64,2026-09-25T13:22:44+00:00,gpu_pump=true,1,0,0,0,,2.334033,9.269173,4,1,,
qap10,86c1f147d75688fe154f9dd402032f0c3b8ce164a70e4d0e350fec6c00d20c66,1820,4150,18200,4150,time_limit,"; no feasible point had been found when the limit stopped the search, so none is reported (the objective is the worst representable value, not a solution)",inf,339.9999999983871,-inf,inf,inf,0,0,,1,0,,nan,nan,,60.683474,60.004368682,58a8374,Linux-x86_64,2026-09-25T13:22:44+00:00,gpu_pump=true,1,0,0,0,,,60.004369,0,0,,
reblock115,cfc1223e622ed133400b5614cd382b6aa9a84fabfcea63510158b6c16e1e951c,4735,1150,13724,1150,feasible,"stopped at the time limit of 59.9984s after 60.09s, 0 iterations, 163 nodes",-11624562.983141767,-36800603.2332,-37452112.20162108,25827549.218479313,2.2218081880527527,0,0,1,163,30,gomory 1026: 1026 accepted,-39365983.33734707,-38885893.56351023,0.0173,61.191902,60.085703757,58a8374,Linux-x86_64,2026-09-25T13:22:44+00:00,gpu_pump=true,1,0,0,0,,8.153285,43.681308,1,1,,
roll3000,47a0a827ac2d697b717fb55401afa5de9e042f026d6a462fb97d968a869d282d,2295,1166,29386,738,time_limit,"stopped at the time limit of 59.9983s after 60.01s, 0 iterations, 565 nodes; no feasible point had been found when the limit stopped the search, so none is reported (the objective is the worst representable value, not a solution)",inf,12889.999992,11114.266243407308,inf,inf,0,0,,565,30,"gomory 92: 64 accepted, 28 too_dense; mir 88: 81 accepted, 7 duplicate; clique 6: 3 accepted, 3 duplicate; zero_half 67: 67 accepted",11097.127676855098,11097.930169943162,,60.869368,60.006466596,58a8374,Linux-x86_64,2026-09-25T13:22:44+00:00,gpu_pump=true,1,0,0,0,,,60.006467,0,0,,
neos-3024952-loue,6c5f4b9dcb2bf75ce068fb2eea1a2ce911b028390e0fe6b98bd6ddb8690be5cb,3705,3255,17310,3255,time_limit,"stopped at the time limit of 59.9989s after 60.04s, 0 iterations, 322 nodes; no feasible point had been found when the limit stopped the search, so none is reported (the objective is the worst representable value, not a solution)",inf,26756.0,22911.0,inf,inf,0,0,,322,30,"gomory 450: 416 accepted, 34 too_dense; mir 242: 242 accepted; zero_half 1041: 1041 accepted",22881.999999999996,22910.699999999993,,60.767178,60.038563056,58a8374,Linux-x86_64,2026-09-25T13:22:44+00:00,gpu_pump=true,1,0,0,0,,,60.038563,0,0,,
