instance,instance_sha256,rows,columns,nonzeros,integer_columns,status,message,our_objective,published_objective,dual_bound,absolute_gap,relative_gap,matched_published,proved_optimal,independently_verified,nodes,cuts_applied,cut_filter,root_bound,root_bound_after_cuts,root_gap_closed,wall_seconds,solver_seconds,git_commit,machine,timestamp_utc,solver_options,threads,restarts,reduced_cost_fixings,seed,permuted_sha256,time_to_first_feasible,primal_integral,incumbents,incumbent_trace_recorded,certificate,certificate_check_seconds
neos-4338804-snowy,a8111bbb59ae6b28be2253e0532c9e628749e7c7cc7d1a1603992ec079f7eb04,1701,1344,6342,1302,feasible,"stopped at the time limit of 59.9994s after 60.00s, 0 iterations, 9766 nodes",2111.0,1471.0,1447.0,664.0,0.31454287067740405,0,0,1,9766,30,gomory 204: 204 accepted; mir 2: 2 accepted; zero_half 3: 3 accepted,1447.0,1447.0,0.0000,60.764109,60.000759098,58a8374,Linux-x86_64,2026-09-25T14:23:45+00:00,gpu_fix_and_prop=true gpu_heur_backend=cpu,1,0,0,0,,0.261163,18.372647,1,1,,
mc11,55f4d9c9d2022cffeb3e07cd7398753f5aab720f16fa49ab17223375bab83874,1920,3040,6080,1520,feasible,"stopped at the time limit of 59.9994s after 60.00s, 0 iterations, 5459 nodes",12402.0,11688.99999999966,925.0,11477.0,0.9254152556039349,0,0,1,5459,30,gomory 362: 362 accepted; mir 34: 34 accepted,608.8443396226417,883.8461273668289,0.0233,60.839082,60.0036439,58a8374,Linux-x86_64,2026-09-25T14:23:45+00:00,gpu_fix_and_prop=true gpu_heur_backend=cpu,1,0,0,0,,1.051541,7.833410,6,1,,
mik-250-20-75-4,1fa6126895fa59d1c613787ad19bb10e6080a39207224b018a43b95440dca4ef,195,270,9270,250,feasible,"stopped at the time limit of 59.9996s after 60.00s, 0 iterations, 84225 nodes",-52286.99999999997,-52301.0,-58139.05796249583,5852.057962495863,0.11192185366335544,0,0,1,84225,0,gomory 74: 74 too_dense; mir 75: 75 too_dense,-61651.2270975332,-61651.2270975332,0.0000,60.783636,60.000182455,58a8374,Linux-x86_64,2026-09-25T14:23:45+00:00,gpu_fix_and_prop=true gpu_heur_backend=cpu,1,0,0,0,,0.023192,1.199281,5,1,,
n5-3,48efedf21c4057851a4ef7efc79fbbcbd292b68ee5f6b6a16e904d11ab11bacc,1062,2550,9900,150,feasible,"stopped at the time limit of 59.9992s after 60.00s, 0 iterations, 14183 nodes",9565.0,8104.999999993999,6498.665523971325,3066.3344760286755,0.32057861746248567,0,0,1,14183,30,"gomory 39: 39 accepted; mir 62: 29 accepted, 33 duplicate",2883.8235294117653,4753.037677958765,0.2798,60.869597,59.999841946,58a8374,Linux-x86_64,2026-09-25T14:23:45+00:00,gpu_fix_and_prop=true gpu_heur_backend=cpu,1,0,0,0,,0.671865,10.913836,10,1,,
rococoC10-001000,672eff60e166bf14a0ac4781bcf4fcce443c24851e510f69555c1447fb6729c2,1293,3117,11751,3117,time_limit,"stopped at the time limit of 59.999s after 60.18s, 0 iterations, 499 nodes; no feasible point had been found when the limit stopped the search, so none is reported (the objective is the worst representable value, not a solution)",inf,11460.0,8283.0,inf,inf,0,0,,499,30,"gomory 121: 108 accepted, 10 too_dense, 3 coefficient_ratio",7515.271029411764,8282.108681537495,,60.953069,60.175855906,58a8374,Linux-x86_64,2026-09-25T14:23:45+00:00,gpu_fix_and_prop=true gpu_heur_backend=cpu,1,0,0,0,,,60.175856,0,0,,
uct-subprob,509d9d593796d1234e4f831bbab22c7f289e45a145b24c58e310c9d3faa23216,1973,2256,10147,379,feasible,"stopped at the time limit of 59.9989s after 60.08s, 0 iterations, 435 nodes",345.0,314.0,249.13980834414355,95.86019165585645,0.27785562798798974,0,0,1,435,30,"gomory 183: 77 accepted, 104 too_dense, 2 duplicate; clique 10: 10 accepted",242.00000000000003,243.20000000000005,0.0117,60.864278,60.07816822,58a8374,Linux-x86_64,2026-09-25T14:23:45+00:00,gpu_fix_and_prop=true gpu_heur_backend=cpu,1,0,0,0,,2.083802,9.085151,4,1,,
qap10,86c1f147d75688fe154f9dd402032f0c3b8ce164a70e4d0e350fec6c00d20c66,1820,4150,18200,4150,time_limit,"; no feasible point had been found when the limit stopped the search, so none is reported (the objective is the worst representable value, not a solution)",inf,339.9999999983871,-inf,inf,inf,0,0,,1,0,,nan,nan,,60.758662,60.004237148,58a8374,Linux-x86_64,2026-09-25T14:23:45+00:00,gpu_fix_and_prop=true gpu_heur_backend=cpu,1,0,0,0,,,60.004237,0,0,,
reblock115,cfc1223e622ed133400b5614cd382b6aa9a84fabfcea63510158b6c16e1e951c,4735,1150,13724,1150,time_limit,"stopped at the time limit of 59.9991s after 60.65s, 0 iterations, 178 nodes; no feasible point had been found when the limit stopped the search, so none is reported (the objective is the worst representable value, not a solution)",inf,-36800603.2332,-37438244.35677388,inf,inf,0,0,,178,30,gomory 1026: 1026 accepted,-39365983.33734707,-38885893.56351023,,61.485010,60.650479356,58a8374,Linux-x86_64,2026-09-25T14:23:45+00:00,gpu_fix_and_prop=true gpu_heur_backend=cpu,1,0,0,0,,,60.650479,0,0,,
roll3000,47a0a827ac2d697b717fb55401afa5de9e042f026d6a462fb97d968a869d282d,2295,1166,29386,738,time_limit,"stopped at the time limit of 59.9983s after 60.02s, 0 iterations, 732 nodes; no feasible point had been found when the limit stopped the search, so none is reported (the objective is the worst representable value, not a solution)",inf,12889.999992,11115.388216490173,inf,inf,0,0,,732,30,"gomory 92: 64 accepted, 28 too_dense; mir 88: 81 accepted, 7 duplicate; clique 6: 3 accepted, 3 duplicate; zero_half 67: 67 accepted",11097.127676855098,11097.930169943162,,60.858733,60.015643309,58a8374,Linux-x86_64,2026-09-25T14:23:45+00:00,gpu_fix_and_prop=true gpu_heur_backend=cpu,1,0,0,0,,,60.015643,0,0,,
neos-3024952-loue,6c5f4b9dcb2bf75ce068fb2eea1a2ce911b028390e0fe6b98bd6ddb8690be5cb,3705,3255,17310,3255,time_limit,"stopped at the time limit of 59.9989s after 60.15s, 0 iterations, 358 nodes; no feasible point had been found when the limit stopped the search, so none is reported (the objective is the worst representable value, not a solution)",inf,26756.0,22911.0,inf,inf,0,0,,358,30,"gomory 450: 416 accepted, 34 too_dense; mir 242: 242 accepted; zero_half 1041: 1041 accepted",22881.999999999996,22910.699999999993,,60.965080,60.150305667,58a8374,Linux-x86_64,2026-09-25T14:23:45+00:00,gpu_fix_and_prop=true gpu_heur_backend=cpu,1,0,0,0,,,60.150306,0,0,,
